85,fully covered,org.apache.http.entity.mime.FormBodyPartTest#testConstructorCompat#42
86,fully covered,org.apache.http.entity.mime.FormBodyPartTest#testConstructorCompat#42
89,partially covered,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormRFC6532#246,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormBinaryParts#146,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStrict#191
118,fully covered,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStrict#205x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormRFC6532#260x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormBinaryParts#157
120,fully covered,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormRFC6532#260x4,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormBinaryParts#157x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStrict#205x4
121,fully covered,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStrict#205x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormRFC6532#260x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormBinaryParts#157
123,fully covered,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStrict#205x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormRFC6532#260x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormBinaryParts#157
125,fully covered,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStrict#205x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormRFC6532#260x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormBinaryParts#157
126,fully covered,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStrict#205x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormRFC6532#260x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormBinaryParts#157
127,fully covered,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStrict#205x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormRFC6532#260x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormBinaryParts#157
131,fully covered,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartMultipleBuilds#83,org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#68,"org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStrict#193, 196","org.apache.http.entity.mime.TestMultipartForm#testMultipartFormRFC6532#248, 251",org.apache.http.entity.mime.TestMultipartForm#testMultipartFormBinaryParts#148
136,fully covered,org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#71,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStrict#233x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormRFC6532#288x2,org.apache.http.entity.mime.TestMultipartForm#testMultipartFormBinaryParts#178
141,fully covered,org.apache.http.entity.mime.FormBodyPartTest#testConstructorCompat#43,org.apache.http.entity.mime.TestFormBodyPartBuilder#testBuildBodyPartMultipleBuilds#83x2,org.apache.http.entity.mime.TestMultipartEntityBuilder#testAddBodyParts#68x2,"org.apache.http.entity.mime.TestMultipartForm#testMultipartFormStrict#193x2, 196x2","org.apache.http.entity.mime.TestMultipartForm#testMultipartFormRFC6532#248x2, 251x2",org.apache.http.entity.mime.TestMultipartForm#testMultipartFormBinaryParts#148x2
