project,num_covered_instruction,num_uncovered_instruction,num_total_instruction,C0coverage
FasterXML/jackson-databind,N/A,N/A,N/A,33
FasterXML/jackson-databind,N/A,N/A,N/A,64
FasterXML/jackson-databind,N/A,N/A,N/A,63
FasterXML/jackson-databind,N/A,N/A,N/A,30
FasterXML/jackson-databind,N/A,N/A,N/A,52
FasterXML/jackson-databind,N/A,N/A,N/A,87
FasterXML/jackson-databind,N/A,N/A,N/A,94
FasterXML/jackson-databind,N/A,N/A,N/A,89
FasterXML/jackson-databind,N/A,N/A,N/A,60
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,67,464,531,13
FasterXML/jackson-databind,217,280,497,44
FasterXML/jackson-databind,824,214,1038,79
FasterXML/jackson-databind,48,160,208,23
FasterXML/jackson-databind,135,97,232,58
FasterXML/jackson-databind,66,94,160,41
FasterXML/jackson-databind,70,74,144,49
FasterXML/jackson-databind,503,70,573,88
FasterXML/jackson-databind,373,58,431,87
FasterXML/jackson-databind,72,57,129,56
FasterXML/jackson-databind,131,56,187,70
FasterXML/jackson-databind,60,54,114,53
FasterXML/jackson-databind,482,47,529,91
FasterXML/jackson-databind,0,35,35,0
FasterXML/jackson-databind,132,29,161,82
FasterXML/jackson-databind,24,27,51,47
FasterXML/jackson-databind,126,25,151,83
FasterXML/jackson-databind,53,21,74,72
FasterXML/jackson-databind,0,20,20,0
FasterXML/jackson-databind,15,19,34,44
FasterXML/jackson-databind,87,16,103,84
FasterXML/jackson-databind,22,14,36,61
FasterXML/jackson-databind,28,11,39,72
FasterXML/jackson-databind,90,10,100,90
FasterXML/jackson-databind,N/A,N/A,N/A,47
FasterXML/jackson-databind,N/A,N/A,N/A,94
FasterXML/jackson-databind,103,0,103,100
FasterXML/jackson-databind,32,0,32,100
FasterXML/jackson-databind,17,0,17,100
FasterXML/jackson-databind,15,0,15,100
FasterXML/jackson-databind,9,0,9,100
FasterXML/jackson-databind,9,0,9,100
FasterXML/jackson-databind,1144,828,1972,58
FasterXML/jackson-databind,272,385,657,41
FasterXML/jackson-databind,200,246,446,45
FasterXML/jackson-databind,734,245,979,75
FasterXML/jackson-databind,405,228,633,64
FasterXML/jackson-databind,161,159,320,50
FasterXML/jackson-databind,0,128,128,0
FasterXML/jackson-databind,95,110,205,46
FasterXML/jackson-databind,229,106,335,68
FasterXML/jackson-databind,106,99,205,52
FasterXML/jackson-databind,349,95,444,79
FasterXML/jackson-databind,240,94,334,72
FasterXML/jackson-databind,157,86,243,65
FasterXML/jackson-databind,310,82,392,79
FasterXML/jackson-databind,343,80,423,81
FasterXML/jackson-databind,335,78,413,81
FasterXML/jackson-databind,95,76,171,56
FasterXML/jackson-databind,90,75,165,55
FasterXML/jackson-databind,90,70,160,56
FasterXML/jackson-databind,182,68,250,73
FasterXML/jackson-databind,165,63,228,72
FasterXML/jackson-databind,113,62,175,65
FasterXML/jackson-databind,N/A,N/A,N/A,19
FasterXML/jackson-databind,246,53,299,82
FasterXML/jackson-databind,91,53,144,63
FasterXML/jackson-databind,275,44,319,86
FasterXML/jackson-databind,43,44,87,49
FasterXML/jackson-databind,336,42,378,89
FasterXML/jackson-databind,48,41,89,54
FasterXML/jackson-databind,247,39,286,86
FasterXML/jackson-databind,51,36,87,59
FasterXML/jackson-databind,51,36,87,59
FasterXML/jackson-databind,22,29,51,43
FasterXML/jackson-databind,60,27,87,69
FasterXML/jackson-databind,207,26,233,89
FasterXML/jackson-databind,24,25,49,49
FasterXML/jackson-databind,47,22,69,68
FasterXML/jackson-databind,68,21,89,76
FasterXML/jackson-databind,N/A,N/A,N/A,92
FasterXML/jackson-databind,N/A,N/A,N/A,41
FasterXML/jackson-databind,N/A,N/A,N/A,53
FasterXML/jackson-databind,N/A,N/A,N/A,40
FasterXML/jackson-databind,N/A,N/A,N/A,87
FasterXML/jackson-databind,N/A,N/A,N/A,86
FasterXML/jackson-databind,N/A,N/A,N/A,72
FasterXML/jackson-databind,N/A,N/A,N/A,59
FasterXML/jackson-databind,N/A,N/A,N/A,89
FasterXML/jackson-databind,N/A,N/A,N/A,92
FasterXML/jackson-databind,N/A,N/A,N/A,87
FasterXML/jackson-databind,N/A,N/A,N/A,89
FasterXML/jackson-databind,N/A,N/A,N/A,76
FasterXML/jackson-databind,N/A,N/A,N/A,90
FasterXML/jackson-databind,N/A,N/A,N/A,88
FasterXML/jackson-databind,N/A,N/A,N/A,53
FasterXML/jackson-databind,N/A,N/A,N/A,85
FasterXML/jackson-databind,N/A,N/A,N/A,79
FasterXML/jackson-databind,N/A,N/A,N/A,94
FasterXML/jackson-databind,N/A,N/A,N/A,85
FasterXML/jackson-databind,N/A,N/A,N/A,83
FasterXML/jackson-databind,N/A,N/A,N/A,82
FasterXML/jackson-databind,N/A,N/A,N/A,96
FasterXML/jackson-databind,N/A,N/A,N/A,97
FasterXML/jackson-databind,N/A,N/A,N/A,97
FasterXML/jackson-databind,N/A,N/A,N/A,88
FasterXML/jackson-databind,N/A,N/A,N/A,96
FasterXML/jackson-databind,N/A,N/A,N/A,96
FasterXML/jackson-databind,92,0,92,100
FasterXML/jackson-databind,34,0,34,100
FasterXML/jackson-databind,27,0,27,100
FasterXML/jackson-databind,24,0,24,100
FasterXML/jackson-databind,24,0,24,100
FasterXML/jackson-databind,24,0,24,100
FasterXML/jackson-databind,22,0,22,100
FasterXML/jackson-databind,20,0,20,100
FasterXML/jackson-databind,19,0,19,100
FasterXML/jackson-databind,19,0,19,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,111,23,134,83
FasterXML/jackson-databind,25,23,48,52
FasterXML/jackson-databind,50,16,66,76
FasterXML/jackson-databind,50,16,66,76
FasterXML/jackson-databind,25,0,25,100
FasterXML/jackson-databind,42,34,76,55
FasterXML/jackson-databind,26,32,58,45
FasterXML/jackson-databind,23,20,43,53
FasterXML/jackson-databind,169,19,188,90
FasterXML/jackson-databind,34,18,52,65
FasterXML/jackson-databind,70,11,81,86
FasterXML/jackson-databind,37,8,45,82
FasterXML/jackson-databind,0,8,8,0
FasterXML/jackson-databind,18,6,24,75
FasterXML/jackson-databind,82,2,84,98
FasterXML/jackson-databind,22,2,24,92
FasterXML/jackson-databind,10,0,10,100
FasterXML/jackson-databind,8,0,8,100
FasterXML/jackson-databind,25,1226,1251,2
FasterXML/jackson-databind,655,278,933,70
FasterXML/jackson-databind,1730,254,1984,87
FasterXML/jackson-databind,1635,246,1881,87
FasterXML/jackson-databind,1637,235,1872,87
FasterXML/jackson-databind,1666,167,1833,91
FasterXML/jackson-databind,259,158,417,62
FasterXML/jackson-databind,N/A,N/A,N/A,12
FasterXML/jackson-databind,43,111,154,28
FasterXML/jackson-databind,165,101,266,62
FasterXML/jackson-databind,131,97,228,57
FasterXML/jackson-databind,174,82,256,68
FasterXML/jackson-databind,312,62,374,83
FasterXML/jackson-databind,64,62,126,51
FasterXML/jackson-databind,N/A,N/A,N/A,23
FasterXML/jackson-databind,90,34,124,73
FasterXML/jackson-databind,314,31,345,91
FasterXML/jackson-databind,96,22,118,81
FasterXML/jackson-databind,131,19,150,87
FasterXML/jackson-databind,N/A,N/A,N/A,14
FasterXML/jackson-databind,71,17,88,81
FasterXML/jackson-databind,N/A,N/A,N/A,92
FasterXML/jackson-databind,N/A,N/A,N/A,84
FasterXML/jackson-databind,N/A,N/A,N/A,81
FasterXML/jackson-databind,N/A,N/A,N/A,78
FasterXML/jackson-databind,N/A,N/A,N/A,87
FasterXML/jackson-databind,N/A,N/A,N/A,88
FasterXML/jackson-databind,N/A,N/A,N/A,88
FasterXML/jackson-databind,N/A,N/A,N/A,80
FasterXML/jackson-databind,N/A,N/A,N/A,60
FasterXML/jackson-databind,23,0,23,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,0,134,134,0
FasterXML/jackson-databind,12,22,34,35
FasterXML/jackson-databind,0,18,18,0
FasterXML/jackson-databind,0,18,18,0
FasterXML/jackson-databind,12,8,20,60
FasterXML/jackson-databind,162,5,167,97
FasterXML/jackson-databind,0,5,5,0
FasterXML/jackson-databind,0,4,4,0
FasterXML/jackson-databind,0,4,4,0
FasterXML/jackson-databind,0,3,3,0
FasterXML/jackson-databind,0,3,3,0
FasterXML/jackson-databind,0,3,3,0
FasterXML/jackson-databind,0,3,3,0
FasterXML/jackson-databind,49,11,60,82
FasterXML/jackson-databind,65,39,104,62
FasterXML/jackson-databind,3,30,33,9
FasterXML/jackson-databind,42,16,58,72
FasterXML/jackson-databind,3,15,18,17
FasterXML/jackson-databind,35,5,40,88
FasterXML/jackson-databind,89,175,264,34
FasterXML/jackson-databind,118,122,240,49
FasterXML/jackson-databind,222,86,308,72
FasterXML/jackson-databind,72,78,150,48
FasterXML/jackson-databind,132,68,200,66
FasterXML/jackson-databind,107,63,170,63
FasterXML/jackson-databind,247,62,309,80
FasterXML/jackson-databind,61,48,109,56
FasterXML/jackson-databind,195,41,236,83
FasterXML/jackson-databind,27,38,65,42
FasterXML/jackson-databind,148,32,180,82
FasterXML/jackson-databind,14,28,42,33
FasterXML/jackson-databind,222,25,247,90
FasterXML/jackson-databind,79,18,97,81
FasterXML/jackson-databind,563,17,580,97
FasterXML/jackson-databind,28,12,40,70
FasterXML/jackson-databind,69,10,79,87
FasterXML/jackson-databind,N/A,N/A,N/A,93
FasterXML/jackson-databind,441,136,577,76
FasterXML/jackson-databind,130,94,224,58
FasterXML/jackson-databind,229,74,303,76
FasterXML/jackson-databind,54,42,96,56
FasterXML/jackson-databind,N/A,N/A,N/A,95
FasterXML/jackson-databind,35,0,35,100
FasterXML/jackson-databind,544,347,891,61
FasterXML/jackson-databind,789,172,961,82
FasterXML/jackson-databind,348,124,472,74
FasterXML/jackson-databind,83,96,179,46
FasterXML/jackson-databind,337,93,430,78
FasterXML/jackson-databind,63,64,127,50
FasterXML/jackson-databind,143,47,190,75
FasterXML/jackson-databind,61,37,98,62
FasterXML/jackson-databind,88,32,120,73
FasterXML/jackson-databind,106,29,135,79
FasterXML/jackson-databind,45,26,71,63
FasterXML/jackson-databind,30,19,49,61
FasterXML/jackson-databind,75,16,91,82
FasterXML/jackson-databind,105,15,120,88
FasterXML/jackson-databind,120,14,134,90
FasterXML/jackson-databind,96,13,109,88
FasterXML/jackson-databind,115,12,127,91
FasterXML/jackson-databind,116,11,127,91
FasterXML/jackson-databind,16,10,26,62
FasterXML/jackson-databind,124,9,133,93
FasterXML/jackson-databind,N/A,N/A,N/A,79
FasterXML/jackson-databind,N/A,N/A,N/A,84
FasterXML/jackson-databind,N/A,N/A,N/A,95
FasterXML/jackson-databind,N/A,N/A,N/A,88
FasterXML/jackson-databind,N/A,N/A,N/A,93
FasterXML/jackson-databind,N/A,N/A,N/A,91
FasterXML/jackson-databind,23,0,23,100
FasterXML/jackson-databind,424,386,810,52
FasterXML/jackson-databind,750,296,1046,72
FasterXML/jackson-databind,1311,179,1490,88
FasterXML/jackson-databind,126,149,275,46
FasterXML/jackson-databind,330,104,434,76
FasterXML/jackson-databind,231,74,305,76
FasterXML/jackson-databind,1139,58,1197,95
FasterXML/jackson-databind,99,43,142,70
FasterXML/jackson-databind,101,22,123,82
FasterXML/jackson-databind,186,18,204,91
FasterXML/jackson-databind,N/A,N/A,N/A,14
FasterXML/jackson-databind,N/A,N/A,N/A,52
FasterXML/jackson-databind,N/A,N/A,N/A,21
FasterXML/jackson-databind,N/A,N/A,N/A,74
FasterXML/jackson-databind,N/A,N/A,N/A,89
FasterXML/jackson-databind,N/A,N/A,N/A,88
FasterXML/jackson-databind,N/A,N/A,N/A,84
FasterXML/jackson-databind,N/A,N/A,N/A,91
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,258,225,483,53
FasterXML/jackson-databind,114,132,246,46
FasterXML/jackson-databind,66,132,198,33
FasterXML/jackson-databind,85,104,189,45
FasterXML/jackson-databind,44,98,142,31
FasterXML/jackson-databind,58,87,145,40
FasterXML/jackson-databind,194,72,266,73
FasterXML/jackson-databind,128,60,188,68
FasterXML/jackson-databind,250,57,307,81
FasterXML/jackson-databind,93,52,145,64
FasterXML/jackson-databind,44,50,94,47
FasterXML/jackson-databind,208,45,253,82
FasterXML/jackson-databind,103,37,140,74
FasterXML/jackson-databind,0,35,35,0
FasterXML/jackson-databind,113,28,141,80
FasterXML/jackson-databind,41,19,60,68
FasterXML/jackson-databind,35,13,48,73
FasterXML/jackson-databind,0,13,13,0
FasterXML/jackson-databind,66,12,78,85
FasterXML/jackson-databind,61,12,73,84
FasterXML/jackson-databind,83,10,93,89
FasterXML/jackson-databind,27,10,37,73
FasterXML/jackson-databind,7,10,17,41
FasterXML/jackson-databind,219,6,225,97
FasterXML/jackson-databind,12,6,18,67
FasterXML/jackson-databind,29,5,34,85
FasterXML/jackson-databind,N/A,N/A,N/A,86
FasterXML/jackson-databind,81,0,81,100
FasterXML/jackson-databind,69,0,69,100
FasterXML/jackson-databind,67,0,67,100
FasterXML/jackson-databind,30,0,30,100
FasterXML/jackson-databind,24,0,24,100
FasterXML/jackson-databind,9,0,9,100
FasterXML/jackson-databind,9,0,9,100
FasterXML/jackson-databind,1165,453,1618,72
FasterXML/jackson-databind,1162,245,1407,83
FasterXML/jackson-databind,428,220,648,66
FasterXML/jackson-databind,271,180,451,60
FasterXML/jackson-databind,307,140,447,69
FasterXML/jackson-databind,131,126,257,51
FasterXML/jackson-databind,265,106,371,71
FasterXML/jackson-databind,47,105,152,31
FasterXML/jackson-databind,184,97,281,65
FasterXML/jackson-databind,59,97,156,38
FasterXML/jackson-databind,57,97,154,37
FasterXML/jackson-databind,55,97,152,36
FasterXML/jackson-databind,139,88,227,61
FasterXML/jackson-databind,81,79,160,51
FasterXML/jackson-databind,324,76,400,81
FasterXML/jackson-databind,101,75,176,57
FasterXML/jackson-databind,35,75,110,32
FasterXML/jackson-databind,61,74,135,45
FasterXML/jackson-databind,67,71,138,49
FasterXML/jackson-databind,189,58,247,77
FasterXML/jackson-databind,61,47,108,56
FasterXML/jackson-databind,68,46,114,60
FasterXML/jackson-databind,73,42,115,63
FasterXML/jackson-databind,28,39,67,42
FasterXML/jackson-databind,26,39,65,40
FasterXML/jackson-databind,81,29,110,74
FasterXML/jackson-databind,28,25,53,53
FasterXML/jackson-databind,N/A,N/A,N/A,29
FasterXML/jackson-databind,88,23,111,79
FasterXML/jackson-databind,28,22,50,56
FasterXML/jackson-databind,86,19,105,82
FasterXML/jackson-databind,61,18,79,77
FasterXML/jackson-databind,50,17,67,75
FasterXML/jackson-databind,27,17,44,61
FasterXML/jackson-databind,N/A,N/A,N/A,41
FasterXML/jackson-databind,35,15,50,70
FasterXML/jackson-databind,30,15,45,67
FasterXML/jackson-databind,N/A,N/A,N/A,91
FasterXML/jackson-databind,N/A,N/A,N/A,48
FasterXML/jackson-databind,N/A,N/A,N/A,48
FasterXML/jackson-databind,N/A,N/A,N/A,45
FasterXML/jackson-databind,N/A,N/A,N/A,83
FasterXML/jackson-databind,N/A,N/A,N/A,69
FasterXML/jackson-databind,N/A,N/A,N/A,69
FasterXML/jackson-databind,N/A,N/A,N/A,50
FasterXML/jackson-databind,N/A,N/A,N/A,50
FasterXML/jackson-databind,N/A,N/A,N/A,47
FasterXML/jackson-databind,N/A,N/A,N/A,62
FasterXML/jackson-databind,N/A,N/A,N/A,44
FasterXML/jackson-databind,N/A,N/A,N/A,90
FasterXML/jackson-databind,N/A,N/A,N/A,90
FasterXML/jackson-databind,N/A,N/A,N/A,96
FasterXML/jackson-databind,N/A,N/A,N/A,97
FasterXML/jackson-databind,N/A,N/A,N/A,96
FasterXML/jackson-databind,N/A,N/A,N/A,88
FasterXML/jackson-databind,N/A,N/A,N/A,92
FasterXML/jackson-databind,61,0,61,100
FasterXML/jackson-databind,38,0,38,100
FasterXML/jackson-databind,33,0,33,100
FasterXML/jackson-databind,24,0,24,100
FasterXML/jackson-databind,18,0,18,100
FasterXML/jackson-databind,18,0,18,100
FasterXML/jackson-databind,17,0,17,100
FasterXML/jackson-databind,17,0,17,100
FasterXML/jackson-databind,17,0,17,100
FasterXML/jackson-databind,15,0,15,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,194,321,515,38
FasterXML/jackson-databind,1367,291,1658,82
FasterXML/jackson-databind,290,264,554,52
FasterXML/jackson-databind,156,237,393,40
FasterXML/jackson-databind,534,186,720,74
FasterXML/jackson-databind,259,164,423,61
FasterXML/jackson-databind,187,124,311,60
FasterXML/jackson-databind,111,78,189,59
FasterXML/jackson-databind,267,77,344,78
FasterXML/jackson-databind,46,75,121,38
FasterXML/jackson-databind,204,67,271,75
FasterXML/jackson-databind,74,45,119,62
FasterXML/jackson-databind,196,44,240,82
FasterXML/jackson-databind,71,17,88,81
FasterXML/jackson-databind,52,16,68,76
FasterXML/jackson-databind,N/A,N/A,N/A,85
FasterXML/jackson-databind,N/A,N/A,N/A,96
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,783,664,1447,54
FasterXML/jackson-databind,793,363,1156,69
FasterXML/jackson-databind,141,302,443,32
FasterXML/jackson-databind,434,244,678,64
FasterXML/jackson-databind,714,197,911,78
FasterXML/jackson-databind,630,183,813,77
FasterXML/jackson-databind,191,180,371,51
FasterXML/jackson-databind,198,147,345,57
FasterXML/jackson-databind,190,129,319,60
FasterXML/jackson-databind,85,127,212,40
FasterXML/jackson-databind,112,122,234,48
FasterXML/jackson-databind,44,107,151,29
FasterXML/jackson-databind,203,102,305,67
FasterXML/jackson-databind,0,67,67,0
FasterXML/jackson-databind,0,45,45,0
FasterXML/jackson-databind,253,44,297,85
FasterXML/jackson-databind,58,33,91,64
FasterXML/jackson-databind,17,31,48,35
FasterXML/jackson-databind,101,29,130,78
FasterXML/jackson-databind,16,25,41,39
FasterXML/jackson-databind,118,23,141,84
FasterXML/jackson-databind,0,21,21,0
FasterXML/jackson-databind,216,19,235,92
FasterXML/jackson-databind,25,18,43,58
FasterXML/jackson-databind,111,17,128,87
FasterXML/jackson-databind,66,14,80,82
FasterXML/jackson-databind,32,14,46,70
FasterXML/jackson-databind,26,14,40,65
FasterXML/jackson-databind,43,13,56,77
FasterXML/jackson-databind,N/A,N/A,N/A,91
FasterXML/jackson-databind,N/A,N/A,N/A,86
FasterXML/jackson-databind,N/A,N/A,N/A,83
FasterXML/jackson-databind,N/A,N/A,N/A,38
FasterXML/jackson-databind,N/A,N/A,N/A,85
FasterXML/jackson-databind,N/A,N/A,N/A,83
FasterXML/jackson-databind,0,N/A,N/A,0
FasterXML/jackson-databind,N/A,N/A,N/A,94
FasterXML/jackson-databind,N/A,N/A,N/A,71
FasterXML/jackson-databind,66,0,66,100
FasterXML/jackson-databind,59,0,59,100
FasterXML/jackson-databind,33,0,33,100
FasterXML/jackson-databind,19,0,19,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
FasterXML/jackson-databind,N/A,0,N/A,100
Findwise/Hydra,N/A,N/A,N/A,1
Findwise/Hydra,150,263,413,36
Findwise/Hydra,39,200,239,16
Findwise/Hydra,0,137,137,0
Findwise/Hydra,0,84,84,0
Findwise/Hydra,14,60,74,19
Findwise/Hydra,0,27,27,0
Findwise/Hydra,0,12,12,0
Findwise/Hydra,0,152,152,0
Findwise/Hydra,0,500,500,0
Findwise/Hydra,0,206,206,0
Findwise/Hydra,0,81,81,0
Findwise/Hydra,0,59,59,0
Findwise/Hydra,0,39,39,0
Findwise/Hydra,0,5,5,0
Findwise/Hydra,0,4,4,0
Findwise/Hydra,0,3,3,0
Findwise/Hydra,0,112,112,0
Findwise/Hydra,0,98,98,0
Findwise/Hydra,0,87,87,0
Findwise/Hydra,0,81,81,0
Findwise/Hydra,0,69,69,0
Findwise/Hydra,0,271,271,0
Findwise/Hydra,104,168,272,38
Findwise/Hydra,0,126,126,0
Findwise/Hydra,14,85,99,14
Findwise/Hydra,0,78,78,0
Findwise/Hydra,0,68,68,0
Findwise/Hydra,0,51,51,0
Findwise/Hydra,0,47,47,0
Findwise/Hydra,84,36,120,70
Findwise/Hydra,3,29,32,9
Findwise/Hydra,3,28,31,10
Findwise/Hydra,0,17,17,0
Findwise/Hydra,126,12,138,91
Findwise/Hydra,N/A,N/A,N/A,86
Findwise/Hydra,48,0,48,100
Findwise/Hydra,266,646,912,29
Findwise/Hydra,772,267,1039,74
Findwise/Hydra,26,40,66,39
Findwise/Hydra,184,28,212,87
Findwise/Hydra,N/A,N/A,N/A,25
Findwise/Hydra,N/A,N/A,N/A,25
Findwise/Hydra,0,N/A,N/A,0
Findwise/Hydra,0,162,162,0
Findwise/Hydra,0,118,118,0
Findwise/Hydra,205,94,299,69
Findwise/Hydra,0,70,70,0
Findwise/Hydra,0,53,53,0
Findwise/Hydra,154,52,206,75
Findwise/Hydra,0,51,51,0
Findwise/Hydra,0,50,50,0
Findwise/Hydra,0,23,23,0
Findwise/Hydra,0,16,16,0
Findwise/Hydra,0,15,15,0
Findwise/Hydra,4,12,16,25
Findwise/Hydra,27,9,36,75
Findwise/Hydra,0,7,7,0
Findwise/Hydra,16,0,16,100
Findwise/Hydra,104,227,331,31
Findwise/Hydra,0,140,140,0
Findwise/Hydra,64,69,133,48
Findwise/Hydra,112,640,752,15
Findwise/Hydra,0,335,335,0
Findwise/Hydra,0,275,275,0
Findwise/Hydra,21,156,177,12
Findwise/Hydra,0,112,112,0
Findwise/Hydra,35,80,115,30
Findwise/Hydra,0,63,63,0
Findwise/Hydra,0,46,46,0
Findwise/Hydra,0,26,26,0
Findwise/Hydra,49,17,66,74
Findwise/Hydra,183,181,364,50
Findwise/Hydra,156,162,318,49
Findwise/Hydra,131,137,268,49
Findwise/Hydra,276,115,391,71
Findwise/Hydra,75,99,174,43
Findwise/Hydra,98,90,188,52
Findwise/Hydra,320,68,388,82
Findwise/Hydra,21,65,86,24
Findwise/Hydra,267,20,287,93
Findwise/Hydra,84,10,94,89
Findwise/Hydra,42,8,50,84
Findwise/Hydra,53,5,58,91
Findwise/Hydra,29,4,33,88
Findwise/Hydra,108,0,108,100
Findwise/Hydra,38,0,38,100
Findwise/Hydra,6,0,6,100
Findwise/Hydra,6,0,6,100
Findwise/Hydra,0,503,503,0
Findwise/Hydra,152,235,387,39
Findwise/Hydra,44,116,160,28
Findwise/Hydra,0,108,108,0
Findwise/Hydra,86,104,190,45
Findwise/Hydra,650,80,730,89
Findwise/Hydra,0,70,70,0
Findwise/Hydra,20,51,71,28
Findwise/Hydra,155,43,198,78
Findwise/Hydra,0,38,38,0
Findwise/Hydra,0,32,32,0
Findwise/Hydra,412,25,437,94
Findwise/Hydra,73,24,97,75
Findwise/Hydra,0,16,16,0
Findwise/Hydra,39,9,48,81
Findwise/Hydra,0,9,9,0
Findwise/Hydra,13,0,13,100
Findwise/Hydra,600,294,894,67
Findwise/Hydra,313,279,592,53
Findwise/Hydra,0,93,93,0
Findwise/Hydra,0,58,58,0
Findwise/Hydra,0,21,21,0
Findwise/Hydra,35,12,47,74
Findwise/Hydra,19,12,31,61
Findwise/Hydra,0,9,9,0
Findwise/Hydra,0,N/A,N/A,0
Findwise/Hydra,245,1202,1447,17
Findwise/Hydra,0,451,451,0
Findwise/Hydra,0,447,447,0
Findwise/Hydra,801,356,1157,69
Findwise/Hydra,0,328,328,0
Findwise/Hydra,403,202,605,67
Findwise/Hydra,0,120,120,0
Findwise/Hydra,0,107,107,0
Findwise/Hydra,0,101,101,0
Findwise/Hydra,0,86,86,0
Findwise/Hydra,26,65,91,29
Findwise/Hydra,0,N/A,N/A,0
Findwise/Hydra,0,N/A,N/A,0
Findwise/Hydra,29,0,29,100
Findwise/Hydra,0,260,260,0
Findwise/Hydra,0,112,112,0
Findwise/Hydra,0,91,91,0
Findwise/Hydra,0,77,77,0
Findwise/Hydra,0,76,76,0
Findwise/Hydra,0,57,57,0
Findwise/Hydra,0,33,33,0
Findwise/Hydra,0,26,26,0
Findwise/Hydra,0,221,221,0
Findwise/Hydra,0,111,111,0
Findwise/Hydra,0,21,21,0
Findwise/Hydra,0,53,53,0
Findwise/Hydra,31,18,49,63
Findwise/Hydra,68,12,80,85
Findwise/Hydra,23,12,35,66
Findwise/Hydra,0,129,129,0
Findwise/Hydra,0,75,75,0
Findwise/Hydra,0,28,28,0
Findwise/Hydra,0,8,8,0
Findwise/Hydra,7,0,7,100
Findwise/Hydra,0,252,252,0
Findwise/Hydra,0,26,26,0
Findwise/Hydra,193,43,236,82
Findwise/Hydra,0,42,42,0
Findwise/Hydra,0,38,38,0
Findwise/Hydra,193,43,236,82
Findwise/Hydra,0,144,144,0
Findwise/Hydra,242,95,337,72
Findwise/Hydra,141,91,232,61
Findwise/Hydra,88,54,142,62
Findwise/Hydra,0,44,44,0
Findwise/Hydra,174,40,214,81
Findwise/Hydra,33,27,60,55
Findwise/Hydra,82,21,103,80
Findwise/Hydra,299,20,319,94
Findwise/Hydra,135,11,146,92
Findwise/Hydra,31,11,42,74
Findwise/Hydra,49,9,58,84
Findwise/Hydra,142,8,150,95
Findwise/Hydra,64,5,69,93
Findwise/Hydra,N/A,N/A,N/A,99
